,Tweet,Sentiment
646,"""Direktur Pengembangan Iklim Usaha dan Kerjasama Internasional Dwi Wahyuni Kartianingsih mewakili LKPP dalam diskusi yang berlangsung di Hotel Mulia, Jakarta (5/9).""",Positif
647,"""Hadir dalam kegiatan Indonesia - Philippine Business Meeting bertajuk Digitalisasi diskusi hangat seputar Katalog Elektronik berlangsung hangat",Positif
648,"""Jakarta - Potensi Katalog Elektronik yang dikelola oleh LKPP menjadi primadona baru yang dilirik oleh salah satu negara sahabat Indonesia, Filipina",Positif
649,"""Lebih lanjut, Robin mengatakan sangat optimis LKPP mampu membuat program-program perbaikan dalam pengelolaan manajemen ASN sehingga dapat memacu peningkatan kompetensi dan kinerja ASN di lingkungan LKPP",Posit
650,"""--Dari sisi peringkat, kita masih mempunyai kesempatan untuk meningkatkan peringkat yang sudah kita peroleh dan memperbaiki kategori lainnya yang belum baik.” Ujar Robin.""",Netral
651,"""“Penghargaan ini merupakan hasil dari upaya-upaya yang telah kita lakukan, tentunya masih banyak PR yang harus kita kerjakan.--""",Positif
652,"""Robin mengatakan bahwa BKN Awards yang diterima oleh LKPP ini menunjukkan adanya apresiasi dari Instansi Pembina yakni BKN atas upaya yang telah dilakukan oleh LKPP selama ini.""",Positif
653,"""Senin (5/9), penghargaan tersebut diserahkan secara langsung oleh Plt",Positif
654,"""Dua jenis penghargaan tersebut yakni Peringkat 2 atas capaian dalam Penilaian Kompetensi dan Peringkat 5 atas capaian dalam Implementasi penerapan Manajemen kinerja.""",Netral
655,"""Jakarta - LKPP terus menjaga komitmen dalam menyelenggarakan manajemen ASN di LKPP",Positif
656,"""Selanjutnya Anas mendukung dan optimistis komitmen wali kota seluruh Indonesia dalam mendorong pembelian produk dalam negeri (PDN) dan UMK-Koperasi",Netral
657,"""Anas mengungkapkan bahwa capaian tersebut tidak akan bisa berjalan apabila dikerjakan sendiri oleh LKPP, oleh karenanya LKPP melibatkan banyak pihak terkait di dalamnya",Positif
658,"""“Jika bukan karena kerja keras bapak ibu sekalian Walikota se-Indonesia, para Gubernur, bupati, dan juga Kementerian/Lembaga terkait, target untuk produk lokal dapat tayang pada katalog elektronik tidak mungkin dapat kami capai,” ujarnya.""",Positif
659,"""Dalam kesempatan itu, Anas menyampaikan apresiasi setinggi-tingginya kepada para pimpinan K/L/PD yang telah membersamai LKPP dalam membangun dan menayangkan produk dalam Katalog Elektronik Nasional, Sektoral dan Lokal",Wrong
660,"""Kegiatan jalan santai yang menempuh jarak kurang lebih 3 kilometer ini menjadi pembuka diskusi Kompas Collaboration Forum – City Leaders Community #APEKSInergi yang ketiga dengan tema “Mengoptimalkan Pemanfaatan Produk Lokal demi Pemulihan Ekonomi dan Antisipasi Resesi”.""",Netral
661,"""Tampak hadir Menteri Pariwisata dan Ekonomi Kreatif Sandiaga Uno, Ketua APEKSI yang juga Wali Kota Bogor Bima Arya, Wakil Pemimpin Umum Harian Kompas Budiman Tanuredjo, Pemimpin Redaksi Harian Kompas Sutta Dharmasaputra, dan 14 walikota se-Indonesia",Netral
662,"""BOGOR - Kepala LKPP Abdullah Azwar Anas mengikuti jalan santai bersama para walikota yang tergabung dalam Asosiasi Pemerintah Kota Seluruh Indonesia (APEKSI) yang digelar di Bogor, Sabtu (3/9/2022)",Netral
663,"""@FALAAAA @pejabrut @torenorange @BetaEpsilonPhi @kpertiwi29 @pnsdaerahjelata @LKPP_RI Bukan kenyamanan, tapi keamanan.""",Positif
664,"""@torenorange @BetaEpsilonPhi @kpertiwi29 @pejabrut @pnsdaerahjelata @LKPP_RI memang bebas, memang benar, gapake nego, langsung gas aja brapapun penawarannya sahhhcuma kalo uda paid 100% sebelum pekerjaan selesai 100% misal penyedia bangkrut, sedang kerjaan baru 30%, apaka teman teman pibijai bs bobo nyenyak? bisa, minum antimo 2 tablet""",Positif
665,"""Kepada Yth, Bapak/Ibu;@jokowi@puanmaharani_ri@bambangsoesatyo@mohmahfudmd@LaNyallaMM1@ListyoSigitP@LKPP_RI@BPKPgoid@Dr_Moeldoko@AliNgabalinNew@malikul100@Yusrilihza_Mhd@ruhutsitompul@hotmanParisLihat video DutaKeadilanRakyat! #TikTok https://t.co/u2Wghj33oc""",Netral
666,"""@torenorange @BetaEpsilonPhi @kpertiwi29 @pejabrut @pnsdaerahjelata @LKPP_RI setau sy pbj dikecualikan itu msk di thp pelaksanaan pbj kak, kalo urusan payment ttp harus pakai jaminan uang muka/jaminan pelaksanaan, dah beda ranah alias mndg phk 3 aja drpda resiko kena audit,mahal gpp toh duit rakyat (iya emg org2 pbj auto bego demi kenyamanan hidupnya)""",Positif
667,"""@AnterAjah @kpertiwi29 Coba konsultasi ke @LKPP_RI""",Netral
668,"""@Stahilar19 @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut Alasan yg jelas itu kyk gmn?misal alasannya kualitas dan durabilitas produk apakah bisa tanpa tela'ah terlebih dahulu?""",Netral
669,"""@xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut Bisa beli diluar TKDN asal alasannya jelas dan dapat izin, baru pekan lalu ngadain PC untuk VR harga 52jt impor dpt izin dari kementerian""",Posit
670,"""@ErrorPasButuh @xrifanx @PNS_Ababil @LKPP_RI @PNS_Garis_Lucu @pns_it @pejabrut Pengadaan langsung""",Netral
671,"""@xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut Bukannya ga harus pake e katalog ya? Di sirup tulisannya E-purchasing kan? Berarti harusnya bisa via marketplace yang udah kerjasama""",Positif
672,"""IDMU 2022 diikuti lebih dari 50 booth peserta yang terdiri dari jasa ekspedisi, perbankan, dan produsen dalam negeri.""",Netral
673,"""Beberapa peserta juga membuka kesempatan usaha bagi orang perorang dengan menjadi reseller maupun dropshipper",Positif
674,"""Zaki salah satu peserta mengungkapkan mengikuti acara ini untuk meningkatkan branding",Positif
675,"""Menteri Koperasi dan UKM Teten Masduki saat berkunjung ke booth LKPP mengatakan partisipasi LKPP dapat dimanfaatkan dengan baik oleh para pelaku usaha untuk memperluas wawasan terkait PBJ pemerintah",Positif
676,"""LKPP membuka booth konsultasi katalog elektronik pada kegiatan Indonesia Digital Meet Up 2022 yang diselenggarakan pada 1-2 September di Smesco Convention Hall",Positif
677,"""Untuk menghindari hal tersebut, yuk kita sama-sama cek lagi, apakah kita benar-benar sudah memahami prosedur pengenaan Sanksi Daftar Hitam",Positif
678,"""Salah satu bentuk Pembinaan kepada Pelaku Usaha adalah berupa pengenaan Sanksi Daftar Hitam",Netral
679,"""LKPP berharap Seminar Peluang Usaha dalam Pengadaan Barang/Jasa Internasional pada proyek-proyek yang didanai IsDB dapat menjadi angin segar bagi para pelaku usaha untuk dapat memperluas jangkauan usahanya baik di dalam maupun luar negeri",Wrong
680,"""Kepala LKPP Abdullah Azwar Anas yang hadir dalam acara itu mengapresiasi progres yang sudah tercapai hingga saat ini, dan mendukung pembangunan IKN bukan hanya pembangunan fisik semata, namun juga mempersiapkan tumbuhnya titik-titik ekonomi baru",Netral
681,"""Jakarta - Pemerintah menggelar prosesi penandatanganan kontrak secara simbolis terkait pekerjaan pembangunan infrastruktur ibu kota negara (IKN) di Auditorium Kementerian Pekerjaan Umum dan Perumahan Rakyat (KemenPUPR), Senin (29/8/2022)",Netral
682,"""Jokowi Ingatkan Kepala @LKPP_RI: Belanja Pemerintah Rp 800 T Harus Produk UMKM https://t.co/Il0EBD90oM""",Positif
683,"""LPSE; ""Layanan Pengadaan Sesuai pEsanan"" karena dikota Sungai Penuh ULP jadi ""Unit Layanan Pesanan"" utk memenangkan tender, jangan sampai LKPP jadi ""Lembaga Kebijakan Pengaturan Barang/Jasa sesuai Pesanan"".#IndonesiaHebat@LKPPLPSE@eproc_LKPP @LKPP_RI@KPK_RI @KejaksaanRI""",Netral
684,"""@setkabgoid @jokowi @LKPP_RI Harus nya seperti itu""",Netral
685,"""Tiap mau simpan kontrak selalu spt ini, sudah terjadi hampir 3 hari",Negatif
686,"""Anti Impor Bukan Solusi Kemandirian Industri Nasional karena Mudah Diakali https://t.co/4fgQ4PGX26 ideal acuan persyaratan sangat ketat dan audit konten lokal pengadaan barang jasa diterapkan tegas via sanksi ""black list"" dan denda jika diakali @LKPP_RI @BPKPgoid @KADIN_Indonesia""",Positif
687,"""@setkabgoid @jokowi @LKPP_RI Akhirnya KOPIPAIT sebagai tool itu nyata..""",Netral
688,"""@arie100101 @xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut Pengadaan laptop baru aja, masa merk Dell baru berapa bulan udh banyak yg rusak, jangan2 isinya rakitan juga cuman ditempel merk Dell.""",Negatif
689,"""@LKPP_RI min @LKPP_RI apakah penyedia jasa yg diluar pt yg masuk katalog tersebut tidak punya kesempatan mendapat kue apbn apbd?mungkin dan seringa",Wrong
690,"""“Hal itu bisa dilakukan dengan memasukkan produk seperti makan minum rapat, seragam, atau furnitur untuk kebutuhan perkantoran.“ kata Anas di sela-sela pembukaan Masjid Al Ikhwan, Jumat (26/08) di Sumedang",Netral
691,"""Ia menyebutkan, LKPP sudah mempermudah Pemerintah Daerah untuk dapat secara otomatis menjadi pengelola Katalog Elektronik Lokal",Netral
692,"""Untuk itu, Anas meminta Kabupaten Sumedang segera memfasilitasi pelaku usaha mikro, kecil dan menengah (UMKM) untuk masuk ke dalam Katalog Elektronik Lokal.""",Netral
693,"""Sumedang - Kepala Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP) Abdullah Azwar Anas mengapresiasi langkah percepatan yang dilakukan oleh Kabupaten Sumedang untuk melakukan belanja PDN-UMK melalui Katalog Elektronik Lokal",Netral
694,"""--Ternyata dengan masa lalu yang hebat, PT Pos Indonesia dapat melakukan adaptasi dan inovasi seiring perkembangan zaman,” kata Anas""",Positif
695,"""""Saya sangat mengapresiasi inovasi yang dilakukan PT Pos dalam melakukan transformasi digital",Positif
696,"""“Dan ini jadi semakin transparan",Positif
697,"""Sebelumnya, dalam proses pengadaan barang pemerintah, pengiriman barang dilakukan terpisah secara manual",Netral
698,"""Hal tersebut disampaikan Anas saat menghadiri Launching Perdana Layanan Pos Indonesia di Katalog Elektronik LKPP di Gedung Pos, Bandung, Jumat (26/8).""",Netral
699,"""“Meski ini hanya simulasi, dari prosesnya tampak jelas bahwa kini betapa mudahnya pemerintah melakukan pembelian jasa pengiriman paket melalui Katalog Elektronik LKPP,” ujar Anas""",Positif
700,"""Simulasi pengiriman paket itu diterima oleh Kepala LKPP Abdullah Azwar Anas yang sedang menghadiri HUT PT Pos ke-276",Netral
701,"""terhadap produk jasa pengiriman Pos Ekspress PT",Positif
702,"""Seremoni transaksi jasa pengiriman PT Pos Indonesia ke e-Katalog ditandai dengan simulasi proses “klik” oleh Pejabat Pembuat Komitmen (PPK) Sekretariat Pemprov Jawa Barat""",Positif
703,"""Bandung - LKPP terus menciptakan sistem pengadaan yang terintegrasi",Positif
704,"""Sekretaris Kemenparekraf / Sekretaris Utama Beparekraf Ni Wayan Giri Adnyani menyampaikn bahwa banyak pelaku usaha yang dibina oleh Kemenparekraf yang akan ditindaklanjuti untuk masuk ke katalog sektoral.""",Positif
705,"""“kemudian point-nya adalah bukan hanya tayang, namun produk2 yang sudah tayang harus dibeli.” Ungkap Gatot.""",Netral
706,"""Deputi Bidang Monitoring-Evaluasi dan Pengembangan Sistem Informasi LKPP Gatot Pambudhi Poetranto dalam kesempatannya turut mengingatkan, bahwa data pelaku usaha yang diserahkan ke LKPP merupakan pelaku usaha yang produknya memang digunakan oleh pemerintah",Positif
707,"""--harapannya dapat semakin mendorong tim parekraf untuk segera onboarding di katalog.” Ujar Setya dalam rapat koordinasi pendampingan pengelolaan Katalog Sektoral di Gedung Sapta Pesona pada Jumat (26/8).""",Positif
708,"""“Terima kasih atas concern kepada kemenparekraf yang telah memfasilitasi katalog elektronik sektoral pariwisata dan--""",Netral
709,"""Dari jumlah tersebut sebanyak 107 produk merupakan produk dalam negeri (PDN) dengan tingkat komponen dalam negeri (TKDN) dan 246 produk PDN tanpa TKDN.""",Wrong
710,"""Saat ini, sebanyak 13 etalase sudah tersedia dalam Katalog Sektoral Pariwisata dan Ekonomi Kreatif dengan jumlah produk yang tayang sebanyak 353 jumlah produk.""",Netral
711,"""tidak terkecuali Kementerian Pariwisata dan Ekonomi Kreatif/ Badan Pariwisata dan Ekonomi Kreatif (Kemenparekraf) yang mengelola Katalog Sektoral Pariwisata dan Ekonomi Kreatif.""",Netral
712,"""Katalog Elektronik tidak hanya dikelola oleh LKPP, namun untuk Katalog Elektronik Sektoral yang mengelola adalah masing-masing K/L, https://t.co/wYGotGwqOD""",Netral
713,"""Katalog Elektornik saat bukan hanya memfasilitasi pelaku usaha nasional, namun juga telah memfasilitasi untuk pelaku usaha sektoral dan lokal untuk bertransaksi dalam PBJP.""",Netral
714,"""Jakarta - Katalog Elektronik yang dikembangkan oleh LKPP saat ini menjadi salah satu inovasi pemerintah dalam mendorong perekonomian di Indonesia di tengah pandemi covid-19",Positif
715,"""serap ilmuAlhamdulillahsemoga bermanfaat dan semakin berkah#apn #apkasi #apkasiexpo2022@eproc.lkpp@lkpp_ri~~~ @ Jakarta International Expo (JIExpo) https://t.co/bijSI5AXkt""",Positif
716,"""@edudukun @xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut Spek masuk kantong bang""",Negatif
717,"""@terangiaku @umbicrypto @xrifanx @pejabrut @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil Kantoe guwe axioo""",Negatif
718,"""@CrazyRichPonPes @PNS_Ababil @LKPP_RI @PNS_Garis_Lucu @pns_it @pejabrut gw bodo amat mau dipakek apa, yg penting ngk nyusahin gw, kalau barang² yg kualitasnya ngk jelas begini, tiba² rusak secara bersamaan itu bikin susah.""",Negatif
719,"""@HHHakiki @PNS_Ababil @LKPP_RI @PNS_Garis_Lucu @pns_it @pejabrut Hadeh 🤦🏻‍♂️""",Wrong
720,"""@xrifanx @PNS_Ababil @LKPP_RI @PNS_Garis_Lucu @pns_it @pejabrut Cm buat word,  pdf dan ppt doang ngapain bagus2?""",Netral
721,"""@xrifanx @ErrorPasButuh @PNS_Ababil @LKPP_RI @PNS_Garis_Lucu @pns_it @pejabrut Efek P3DN""",Netral
722,"""Pimpinan RDP mengapresiasi kinerja yang telah dicapai oleh LKPP",Positif
723,"""Pada kesempatannya, Kepala LKPP juga menyampaikan informasi terkait kemudahan yang diberikan oleh LKPP kepada K/L/PD dan Penyedia untuk onboarding dalam Katalog Elektronik.""",Positif
724,"""Kepala LKPP Abdullah Azwar Anas juga menyampaikan hasil monitoring serta evaluasi terkait capaian kinerja LKPP tahun anggaran 2021",Positif
725,"""Dalam forum yang dihadiri oleh BPS ini, Abdullah Azwar Anas membuka pemaparan dengan menjelaskan keterbukaan informasi mengenai realisasi anggaran LKPP tahun 2021",Positif
726,"""“Anggaran LKPP ini relatif kecil sesungguhnya, yaitu 155, 84 milyar",Positif
727,"""Jakarta– Sebagai salah satu Lembaga Pemerintahan yang mendapatkan sumber pendanaan dari APBN, LKPP telah mempertanggungjawabkan penggunaan alokasi anggaran tahun 2021 melalui Laporan Keuangan Tahun Anggaran 2021.""",Positif
728,"""@xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut Itu sih yg katanya diagung agungkan sama @LKPP_RI, fakta di lapangan malah terbalik""",Negatif
729,"""@xrifanx @PNS_Ababil @LKPP_RI @PNS_Garis_Lucu @pns_it @pejabrut Masa sih harus tkdn kayaknya cm himbauan bukan keharusan""",Wrong
730,"""@xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut sumpahh ini bikin kesell""",Negatif
731,"""@xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut Noted, kak 🙏""",Positif
732,"""@LKPP_RI Min di booth melayani verifikasi pendaftaran juga gak?""",Netral
733,"""--terkait strategi dalam menyusun regulasi dan kebijakan mengenai praktik terbaik pengadaan berkelanjutan yang implementatif di berbagai sektor barang/jasa, serta dapat segera menyiapkan tools yang diperlukan.” Jelas Dwi.""",Netral
734,"""“Dengan kegiatan knowledge sharing yang telah berlangsung selama dua hari ini, LKPP dapat memperoleh pengetahuan dan informasi dari mitra pembangunan (ADB)--""",Netral
735,"""--pengembangan e-marketplace serta penguatan integritas dan transparansi pengadaan",Netral
736,"""Dalam paparannya, Direktur Pengembangan Iklim Usaha dan Kerjasama Internasional LKPP Dwi Wahyuni Kartianingsih menjelaskan bahwa terdapat empat pilar pengadaan barang jasa yakni perumusan aturan, penataan kelembagaan dan SDM,--""",Netral
737,"""Untuk mendorong terciptanya pengadaan berkelanjutan yang value for money dan berkualitas, LKPP sebagai focal point dalam penyusunan regulasi dan kebijakan terkait pengadaan berkelanjutan tentunya perlu untuk terus memperkaya informasi dan pengetahuan",Positif
738,"""Pengadaan barang/jasa yang berkelanjutan dapat mencapai nilai manfaat yang sebesar-besarnya (value for money) bagi masyarakat, ekonomi nasional, dan secara signifikan mengurangi dampak negatif terhadap lingkungan dalam keseluruhan siklus penggunaannya.""",Positif
739,"""Jakarta - Sudah saatnya sektor pengadaan barang/jasa dilaksanakan secara berkelanjutan (Sustainable Public Procurement) dengan mendasarkan pada pemenuhan tiga aspek kepentingan yaitu, kepentingan ekonomi, sosial, dan lingkungan",Positif
740,"""@xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut Percayalah.",Netral
741,"""Untuk diketahui, klinik konsultasi PBJ secara daring juga diselenggarakan oleh LKPP melalui teleconference setiap hari Senin hingga Jum’at yang disesuaikan dengan topik seputar pengadaan barang dan jasa.""",Netral
742,"""Hingga hari kedua, lebih dari 50 peserta yang datang ke booth LKPP untuk berkonsultasi.""",Netral
743,"""Kegiatan pada booth Klinik Konsultasi PBJ bekerjasama dengan Asosiasi Pemerintah Kabupaten Seluruh Indonesia (APKASI)",Netral
744,"""Lain halnya dengan Laomor Situmorang dari UKPBJ Kab",Netral
745,"""""Jawaban petugas yang di lokasi sangat jelas dan sangat membantu kami."" kata Sri.""",Netral
746,"""Salah satu peserta dari booth klinik konsultasi LKPP asal Kabupaten Sleman",Netral
747,"""Peserta yang berasal dari berbagai daerah di Indonesia ini menyampaikan pertanyaan seputar tantangan yang dihadapi dalam proses pengadaan barang dan jasa pada masing - masing daerahnya",Netral
748,"""Jakarta - Animo baik ditunjukan oleh peserta klinik konsultasi yang memenuhi booth Klinik Konsultasi LKPP pada pameran di JI Expo Kemayoran, Kamis (25/08) di Jakarta",Netral
749,"""@yusuf_hg @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut sebentulnya bukan masalah harga yg utama, tp emg gak suka sama produk yg ngk jelas track recordnya.berembel² produk dalam negeri doang.""",Netral
750,"""@xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut Tawar lah, wajib itu ditawar, Itu bukan fix price",Netral
751,"""Menindaklanjuti hal tersebut, LKPP bersama Kementerian Keuangan, Bappenas, Kemendagri, dan Kemenko Marves berkolaborasi menghasilkan sistem yang terpadu antara SiRUP, Sakti, dan SIMDA.""",Netral
752,"""Anas menambahkan, Presiden Jokowi juga mengarahkan agar LKPP dapat membangun sistem pengadaan yang tersistem dan terintegrasi.""",Netral
753,"""Dengan diberlakukannya penyederhanaan proses tersebut, saat ini LKPP telah menayangkan lebih dari 600.000 produk yang dapat dimanfaatkan pemerintah dalam memenuhi pengadaanya.""",Positif
754,"""Anas memaparkan, Katalog Elektronik sebagai ekosistem PBJP yang ramah terhadap pasar dan pihak-pihak yang terkait di dalamnya.""",Netral
755,"""“Nah sekarang syarat-syarat yang berat telah kita potong, dan semua Kabupaten/Kota sekarang sudah punya e-Katalog Lokal",Positif
756,"""Demikian pula untuk Katalog Elektronik Nasional, juga dilakukan pemangkasan birokrasi dari delapan menjadi dua tahap.""",Positif
757,"""Anas mengatakan, sesuai arahan Presiden Jokowi dalam mewujudkan transformasi digital pada pengadaan pemerintah, LKPP telah memotong mata rantai yang panjang dalam proses penayangan produk di Katalog Elektronik Lokal yang semula terdapat sembilan tahapan menjadi dua tahap.""",Positif
758,"""Melalui pendekatan tersebut, mekanisme yang dijalankan semakin efektif dan efisien untuk menciptakan kompetisi yang sehat antar penyedia, dan lebih lanjut pemerintah dapat memanfaatkan alokasi anggarannya untuk memutar roda perekonomian dalam negeri.""",Positif
759,"""Kepala LKPP Abdullah Azwar Anas menyampaikan, saat ini LKPP terus mengembangkan ekosistem pengadaan barang/jasa pemerintah melalui pendekatan market friendly yang pro produk dalam negeri dan UMK-Koperasi",Wrong
760,"""Jakarta - Menindaklanjuti arahan Presiden Joko Widodo dalam Rapat Terbatas (Ratas) yang diselenggarakan di Istana Merdeka RI, Kamis (25/8/2022),""",Netral
761,"""@JjHerlambang @xrifanx @PNS_Ababil @LKPP_RI @PNS_Garis_Lucu @pns_it @pejabrut Nahhh ini""",Netral
762,"""@xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut PPK, PPBJ &amp; Penyedia tidur nya nyenyak mimpi nya indah""",Positif
763,"""@artinya_umbi2an @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut Gabisa guys, gw pengenya juga gitu 😭 https://t.co/NKBFMU59iw""",Negatif
764,"""@arcade2232 @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut Penerapan TKDN software ini masih bias dan masoh banyak masalah, makanya produk yg ""diakali"" pakai TKDN software belum ada di E-katalog terutama laptop n PC, klo Tab n Smartphone banyak yg udah tembus""",Netral
765,"""@xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut Pe-el aja udaaaah""",Positif
766,"""@HHHakiki @PNS_Ababil @LKPP_RI @PNS_Garis_Lucu @pns_it @pejabrut Aturan terbaru harus mendahulukan yg TKDN / PDN, emg masih ada MSI, HP, ASUS, tp klo gw maksain ambil itu, nanti jadi temuan BPK gw juga yg ngeri""",Negatif
767,"""@edudukun @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut ganti kata ""Zuma"" dengan ""Valorant""""",Positif
768,"""@umbicrypto @pejabrut @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil Veriton paling mending, tp paling malesin indennya""",Negatif
769,"""@xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut Tkdn itu cuma hardware atau bisa tambahan sama software si? Kalo sama software paling cuma banyak bundle software aja makanya bisa diatas tkdn""",Wrong
770,"""@angin_maj @xrifanx @pejabrut @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil Waduh lama yak ? Mana mau pengadaan bulan 10 🥲""",Netral
771,"""@xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut @LKPP_RI min itu harganya bisa dinego ga sih?""",Netral
772,"""@xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut Buat instal game zuma, bisa?""",Netral
773,"""@rizqi_agti @xrifanx @PNS_Ababil @LKPP_RI @PNS_Garis_Lucu @pns_it @pejabrut Waduh...""",Netral
774,"""@umbicrypto @xrifanx @pejabrut @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil kantorku kbnyakn pke acer veriton😅""",Netral
775,"""@umbicrypto @xrifanx @pejabrut @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil perlu inden berbulan-bulan""",Netral
776,"""@xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut hehehee""",Netral
777,"""@xrifanx @PNS_Ababil @LKPP_RI @PNS_Garis_Lucu @pns_it @pejabrut Heran barang produk dalam negeri tapi harga rasa luar negeri""",Negatif
778,"""@xrifanx @PNS_Ababil @LKPP_RI @PNS_Garis_Lucu @pns_it @pejabrut Maksudnya gimana? Masi ada kok merek2 kayak hp, acer, asus, msi",Positif
779,"""@xrifanx @pejabrut @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil hrgnya malah ga wajar dibanding hrg pasar, 🙃🙃""",Wrong
780,"""@edudukun @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut intinya menyedihkan""",Netral
781,"""@propagandalf__ @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut menghindari korupsi??wong vendor tiap upload barang dipalak kok ngehindari korupsi dari mananya 🤔🤔""",Negatif
782,"""@pinggirjalantol @Trollbukantroll @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut intinya (maaf) sampah semua""",Negatif
783,"""@HHHakiki @PNS_Ababil @LKPP_RI @PNS_Garis_Lucu @pns_it @pejabrut masalahnya harus TKDN atau PDN 😭😭""",Netral
784,"""@ErrorPasButuh @PNS_Ababil @LKPP_RI @PNS_Garis_Lucu @pns_it @pejabrut Gw pengennya gitu, entah ini atasan kekeh minta di E-katalog, takut jadi temuan katanya""",Netral
785,"""@xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut Pernah ketemu batuan netbuk dari pusat, ga ada segel",Negatif
786,"""@xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut 14jt spek apaan begitu? 🤣😅""",Netral
787,"""@xrifanx @PNS_Ababil @LKPP_RI @PNS_Garis_Lucu @pns_it @pejabrut 😅🤣, cariin kamera sama lensa yang TKDN donk 🙈""",Netral
788,"""@xrifanx @PNS_Ababil @LKPP_RI @PNS_Garis_Lucu @pns_it @pejabrut Cc: @acepdokhe""",Netral
789,"""@xrifanx @PNS_Ababil @LKPP_RI @PNS_Garis_Lucu @pns_it @pejabrut Itulah enakan melalui penunjukkan langsung, selain bisa request barang dan spek yg dimau..kita jg bisa mark up harga 🤭""",Wrong
790,"""“Dari sini, saya harap kita dapat ter-expose terkait isu-isu pengadaan berkelanjutan, sehingga menjadi acuan bagi kita dalam menyusun regulasi dan kebijakan pengadaan berkelanjutan yang tepat dan dapat langsung diimplementasikan.” Kata Sarah.""",Netral
791,"""--proses bisnis, sistem, dan mengelola sumber daya manusia PBJ dalam pengadaan berkelanjutan.""",Netral
792,"""Pada kesempatan tersebut, Deputi Bidang Pengembangan Strategi dan Kebijakan LKPP Sarah Sadiqa menjelaskan, bahwa exchange knowledge antara LKPP dengan ADB diharapkan dapat memberikan lesson learned untuk LKPP memperoleh strategi yang tepat dalam menyusun regulasi,-- https://t.co/vpXcg11wxJ""",Netral
793,"""mempersiapkan pelaku usaha sebagai penyedia barang/jasa berkelanjutan, dan meningkatkan kapasitas pembuat kebijakan dalam penyusunan pedoman pengadaan berkelanjutan yang cukup teknis dan luas untuk diterapkan pada berbagai jenis pengadaan.""",Netral
794,"""Pertukaran informasi dan pengetahuan terkait pengadaan berkelanjutan diinisiasi oleh LKPP bekerja sama dengan ADB dalam rangka meningkatkan kesadaran pelaku pengadaan pemerintah tentang pentingnya pengadaan yang berkelanjutan,""",Netral
795,"""Jakarta - Mengatasi berbagai tantangan dalam mewujudkan pengadaan berkelanjutan, LKPP bersama Asian Development Bank (ADB) menyelenggarakan Knowledge Sharing: “Best Practice on Sustainable Public Procurement” pada Rabu (24/8).""",Netral
796,"""Dalam penutup kesempatannya, Robin dan Mira beserta jajarannya sepakat untuk melakukan addendum Perjanjian Kerja Sama antara LKPP dengan Kemenkominfo untuk mengoptimalkan pelaksanaan Inpres Nomor 2 Tahun 2022 yang akan segera ditindaklanjuti melalui penandatanganan PKS tersebut",Netral
