,tweetid,guid,author,title,description,pubdate,favorite_count,retweet_count,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_location,capres,Sentiment
331,1667068471908380672,https://twitter.com/golbachgoals/statuses/1667068471908380672,golbachgoals,"JAKARTA -- Berdasarkan hasil survei yang dilakukan Indikator Politik Indonesia, tingkat elektabilitas Prabowo secara head to head unggul apabila Ganjar Pranowo dan Anies Baswedan bila pemilu dilakukan saat survei berlangsung. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","JAKARTA -- Berdasarkan hasil survei yang dilakukan Indikator Politik Indonesia, tingkat elektabilitas Prabowo secara head to head unggul apabila Ganjar Pranowo dan Anies Baswedan bila pemilu dilakukan saat survei berlangsung. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:17:50,0,0,reply,golbachgoals,909824927695589376,1667068469177880577,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Anies Baswedan,neutral
333,1667068386235523073,https://twitter.com/budiwidagdo2/statuses/1667068386235523073,budiwidagdo2,"RT @IMCMushroom: Ini Prestasi Anies Baswedan. 
Prestasi Ganjar menurut Hasto PDIP apa ? https://t.co/2lCDP1BZAs","Ini Prestasi Anies Baswedan. 
Prestasi Ganjar menurut Hasto PDIP apa ? https://t.co/2lCDP1BZAs",2023-06-09 03:17:30,0,66,retweet,,0,0,IMCMushroom,744575917,1666669680474591233,971046093331943424,https://pbs.twimg.com/profile_images/1351776525754896384/t-M2ZOKK_normal.jpg,61218,1292,1939,2018-03-06 10:33:24,Kota Bekasi,Anies Baswedan,neutral
339,1667068191846309889,https://twitter.com/CamrySlamet/statuses/1667068191846309889,CamrySlamet,RT @OposisiCerdas: Faizal Assegaf Sarankan Prabowo Subianto Merapat ke Anies Baswedan Daripada Berharap ke Jokowi https://t.co/k3WiPgcj5E,Faizal Assegaf Sarankan Prabowo Subianto Merapat ke Anies Baswedan Daripada Berharap ke Jokowi https://t.co/k3WiPgcj5E,2023-06-09 03:16:44,0,18,retweet,,0,0,OposisiCerdas,887743587579944960,1667052040911212544,3312896540,https://pbs.twimg.com/profile_images/966376875546238977/1BGjQ6VT_normal.jpg,81890,1136,741,2015-08-11 21:16:38,Semarang,Anies Baswedan,neutral
375,1667067381099925509,https://twitter.com/Nahrul_asyqar/statuses/1667067381099925509,Nahrul_asyqar,"RT @hc_poirot: ternyata ppp adalah partai yang terancam hilang kalau sampai mendukung anies

ketuanya suharso monoarfa pun sudah dikandangk…","ternyata ppp adalah partai yang terancam hilang kalau sampai mendukung anies

ketuanya suharso monoarfa pun sudah dikandangkan hanya karena bertemu dengan anies baswedan

cawe-cawe jokowi memang gila dan patut dihentikan melalui pemakzulan https://t.co/tKdXvwlOWB",2023-06-09 03:13:30,0,403,retweet,,0,0,hc_poirot,1138950541180936192,1666470038654828551,502279116,https://pbs.twimg.com/profile_images/3504486006/a7e7871b0bf62d94936b90459bc319f1_normal.jpeg,51137,96,173,2012-02-24 19:13:53,Jakarta Barat,Anies Baswedan,negative
403,1667066886536978433,https://twitter.com/golbachgoals/statuses/1667066886536978433,golbachgoals,Prabowo juga unggul dalam simulasi head to head dengan Gubernur Jawa Tengah Ganjar Pranowo maupun Mantan Gubenur DKI Jakarta Anies Baswedan di Pilpres 2024. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,Prabowo juga unggul dalam simulasi head to head dengan Gubernur Jawa Tengah Ganjar Pranowo maupun Mantan Gubenur DKI Jakarta Anies Baswedan di Pilpres 2024. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,2023-06-09 03:11:33,0,0,reply,golbachgoals,909824927695589376,1667066884116869122,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Anies Baswedan,neutral
410,1667066839640461321,https://twitter.com/jamalkobain666_/statuses/1667066839640461321,jamalkobain666_,"@tempodotco Gue tetep Anies Baswedan adalah dewa,dewa semesta alam dan akhirat pilih Anies Baswedan bisa masuk surga 😛","@tempodotco Gue tetep Anies Baswedan adalah dewa,dewa semesta alam dan akhirat pilih Anies Baswedan bisa masuk surga 😛",2023-06-09 03:11:21,0,0,reply,tempodotco,18129942,1667063498231402496,,0,0,1491964091883085824,https://pbs.twimg.com/profile_images/1659046193232760832/1F2xWb_Y_normal.jpg,21557,670,66,2022-02-10 21:35:56,Tangerang Selatan,Anies Baswedan,positive
411,1667066791305310208,https://twitter.com/Nahrul_asyqar/statuses/1667066791305310208,Nahrul_asyqar,"RT @Yurissa_Samosir: Anies Rasyid Baswedan S.E..,M.P.P..,Ph.D....Pendidikan dan gelarnya jelas banget, serta Pak Anies terbukti mampu merub…","Anies Rasyid Baswedan S.E..,M.P.P..,Ph.D....Pendidikan dan gelarnya jelas banget, serta Pak Anies terbukti mampu merubah jakarta menjadi lebih baik 🥰 https://t.co/icxWMpyD0H",2023-06-09 03:11:10,0,248,retweet,,0,0,Yurissa_Samosir,1456283686312103939,1666819345413185537,502279116,https://pbs.twimg.com/profile_images/3504486006/a7e7871b0bf62d94936b90459bc319f1_normal.jpeg,51137,96,173,2012-02-24 19:13:53,Jakarta Barat,Anies Baswedan,positive
421,1667066460555063296,https://twitter.com/Sayuti_Hanafiah/statuses/1667066460555063296,Sayuti_Hanafiah,"RT @BosPurwa: Ikutan ah..
Anies  Baswedan retweet 🔃
King Purwa Like 👌😅 https://t.co/ChSr4InDHf","Ikutan ah..
Anies  Baswedan retweet 🔃
King Purwa Like 👌😅 https://t.co/ChSr4InDHf",2023-06-09 03:09:51,0,1577,retweet,,0,0,BosPurwa,1068371293290946561,1666428027444826114,950244311949484032,https://pbs.twimg.com/profile_images/1496848114577145857/mo5HpZhM_normal.jpg,404,102,1,2018-01-08 00:54:33,Langsa,Anies Baswedan,neutral
424,1667066411339116545,https://twitter.com/syarifptk/statuses/1667066411339116545,syarifptk,"RT @tvOneNews: Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan https://t.co/DupFpBudnm","Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan https://t.co/DupFpBudnm",2023-06-09 03:09:39,0,215,retweet,,0,0,tvOneNews,55507370,1666981954657587200,1870397982,https://pbs.twimg.com/profile_images/1651854113473449984/XJv-LeHF_normal.jpg,129643,2517,2201,2013-09-16 02:01:40,Jakarta Barat,Anies Baswedan,neutral
429,1667066340463763456,https://twitter.com/Alunk_bule/statuses/1667066340463763456,Alunk_bule,"RT @abwnews_: PKS Tegaskan Godaan Tak Akan Menghentikan Dukungan kepada Anies Baswedan

https://t.co/YFr5E2UT7D","PKS Tegaskan Godaan Tak Akan Menghentikan Dukungan kepada Anies Baswedan

https://t.co/YFr5E2UT7D",2023-06-09 03:09:22,0,207,retweet,,0,0,abwnews_,1185767973111263233,1666768066083184640,404529706,https://pbs.twimg.com/profile_images/1339905818355875842/7BN4xwOj_normal.jpg,34032,175,264,2011-11-03 21:52:22,Kota Bogor,Anies Baswedan,neutral
435,1667066272838987786,https://twitter.com/golbachgoals/statuses/1667066272838987786,golbachgoals,"Hal itu disebut bisa terjadi ketika bakal calon presiden (capres) dari Koalisi Perubahan untuk Persatuan (KPP) Anies Baswedan, gagal mendapatkan tiket capres. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Hal itu disebut bisa terjadi ketika bakal calon presiden (capres) dari Koalisi Perubahan untuk Persatuan (KPP) Anies Baswedan, gagal mendapatkan tiket capres. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:09:06,0,0,reply,golbachgoals,909824927695589376,1667066270515331078,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Anies Baswedan,neutral
439,1667066184444043265,https://twitter.com/Tan2Id/statuses/1667066184444043265,Tan2Id,"RT @tvOneNews: Ketua Umum Partai Demokrat, Agus Harimurti Yudhoyono (AHY) sepakat ada pihak-pihak yang ingin melakukan penggembosan bakal c…","Ketua Umum Partai Demokrat, Agus Harimurti Yudhoyono (AHY) sepakat ada pihak-pihak yang ingin melakukan penggembosan bakal calon presiden (Bacapres) Anies Baswedan.

Simak berita selengkapnya hanya di https://t.co/1stmBrP6qQ
#HardNews_Politik #NewsOne #CariBeritaditvOne… https://t.co/8Q7MqUyLum https://t.co/DueA6t7RS0",2023-06-09 03:08:45,0,16,retweet,,0,0,tvOneNews,55507370,1667026634657112064,3189839665,https://pbs.twimg.com/profile_images/1465640413843230722/fZB_ilr5_normal.jpg,19593,3662,1548,2015-05-09 09:07:28,Bandung Barat,Anies Baswedan,neutral
477,1667065286380617728,https://twitter.com/Alunk_bule/statuses/1667065286380617728,Alunk_bule,RT @yazidmfd: Gus Yazid Kebumen Optimistis Anies Baswedan Menang di Dapil Jateng 7 https://t.co/bjRsX4j0ku,Gus Yazid Kebumen Optimistis Anies Baswedan Menang di Dapil Jateng 7 https://t.co/bjRsX4j0ku,2023-06-09 03:05:11,0,27,retweet,,0,0,yazidmfd,1650885017353207809,1666071645600247811,404529706,https://pbs.twimg.com/profile_images/1339905818355875842/7BN4xwOj_normal.jpg,34032,175,264,2011-11-03 21:52:22,Kota Bogor,Anies Baswedan,neutral
513,1667064320038174722,https://twitter.com/iqbal_inpres/statuses/1667064320038174722,iqbal_inpres,"RT @BosPurwa: Ikutan ah..
Anies  Baswedan retweet 🔃
King Purwa Like 👌😅 https://t.co/ChSr4InDHf","Ikutan ah..
Anies  Baswedan retweet 🔃
King Purwa Like 👌😅 https://t.co/ChSr4InDHf",2023-06-09 03:01:21,0,1577,retweet,,0,0,BosPurwa,1068371293290946561,1666428027444826114,3930482053,https://pbs.twimg.com/profile_images/1362019230699249665/14nCSiT9_normal.jpg,1380,257,87,2015-10-17 20:43:23,Jakarta Selatan,Anies Baswedan,neutral
522,1667064112227188736,https://twitter.com/jamalkobain666_/statuses/1667064112227188736,jamalkobain666_,@VIVAcoid Pendukung Anies Baswedan kesel nih 🤣,@VIVAcoid Pendukung Anies Baswedan kesel nih 🤣,2023-06-09 03:00:31,0,0,reply,VIVAcoid,41730943,1667054431358320640,,0,0,1491964091883085824,https://pbs.twimg.com/profile_images/1659046193232760832/1F2xWb_Y_normal.jpg,21557,670,66,2022-02-10 21:35:56,Tangerang Selatan,Anies Baswedan,negative
527,1667063985907339265,https://twitter.com/jamalkobain666_/statuses/1667063985907339265,jamalkobain666_,@tvOneNews Wkwkwkwk bknnya pengebosan ini realita Anies Baswedan pusing udah byk utang dan rakyat udah pinter2,@tvOneNews Wkwkwkwk bknnya pengebosan ini realita Anies Baswedan pusing udah byk utang dan rakyat udah pinter2,2023-06-09 03:00:01,0,0,reply,tvOneNews,55507370,1667035567643832321,,0,0,1491964091883085824,https://pbs.twimg.com/profile_images/1659046193232760832/1F2xWb_Y_normal.jpg,21557,670,66,2022-02-10 21:35:56,Tangerang Selatan,Anies Baswedan,negative
541,1667063461178920961,https://twitter.com/mhdya37/statuses/1667063461178920961,mhdya37,"RT @BosPurwa: Ikutan ah..
Anies  Baswedan retweet 🔃
King Purwa Like 👌😅 https://t.co/ChSr4InDHf","Ikutan ah..
Anies  Baswedan retweet 🔃
King Purwa Like 👌😅 https://t.co/ChSr4InDHf",2023-06-09 02:57:56,0,1577,retweet,,0,0,BosPurwa,1068371293290946561,1666428027444826114,945340326687805441,https://pbs.twimg.com/profile_images/1379796126237220874/zzB4aczp_normal.jpg,2702,1002,132,2017-12-25 12:07:52,Tasikmalaya,Anies Baswedan,neutral
546,1667063365959835648,https://twitter.com/EPayobadar/statuses/1667063365959835648,EPayobadar,"RT @KrisyantoOni: Nyerang orang ga pake otak, tapi ga siap diserang. Waras???
2024 ANIES BASWEDAN PRESIDEN 🇮🇩
#AniesBaswedanLebihNKRI #2024…","Nyerang orang ga pake otak, tapi ga siap diserang. Waras???
2024 ANIES BASWEDAN PRESIDEN 🇮🇩
#AniesBaswedanLebihNKRI #2024CoblosAniesBaswedan #GueAniesBaswedan #2024AniesBaswedanPresiden #KrisyantoYenOni https://t.co/n70lGz3NQ7",2023-06-09 02:57:33,0,36,retweet,,0,0,KrisyantoOni,1283848995962417152,1666976433493929984,1603710643357782016,https://pbs.twimg.com/profile_images/1604059813448908800/grtoZ0_z_normal.jpg,619,248,106,2022-12-16 06:17:25,Bandung Barat,Anies Baswedan,negative
555,1667063207218003971,https://twitter.com/Reiza_Patters/statuses/1667063207218003971,Reiza_Patters,"RT @tvOneNews: Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan https://t.co/DupFpBudnm","Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan https://t.co/DupFpBudnm",2023-06-09 02:56:55,0,215,retweet,,0,0,tvOneNews,55507370,1666981954657587200,30766806,https://pbs.twimg.com/profile_images/1652132637417549825/tCOtpdWi_normal.jpg,474586,4107,56454,2009-04-12 21:02:30,Fakfak,Anies Baswedan,neutral
573,1667062606648184832,https://twitter.com/SoetanMoeda/statuses/1667062606648184832,SoetanMoeda,"RT @BosPurwa: Ikutan ah..
Anies  Baswedan retweet 🔃
King Purwa Like 👌😅 https://t.co/ChSr4InDHf","Ikutan ah..
Anies  Baswedan retweet 🔃
King Purwa Like 👌😅 https://t.co/ChSr4InDHf",2023-06-09 02:54:32,0,1577,retweet,,0,0,BosPurwa,1068371293290946561,1666428027444826114,918332256384512001,https://pbs.twimg.com/profile_images/1582440910578515968/r6XAEK4P_normal.jpg,322,509,52,2017-10-12 00:27:26,Sumedang,Anies Baswedan,neutral
574,1667062582501593094,https://twitter.com/Makmur13745478/statuses/1667062582501593094,Makmur13745478,"RT @idtodayco: Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan
https://t.co/4i5cr5K26s","Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan
https://t.co/4i5cr5K26s",2023-06-09 02:54:26,0,31,retweet,,0,0,idtodayco,1082992095361609728,1666998931761528832,1098790982856757251,https://pbs.twimg.com/profile_images/1609531395529150465/5rit75I6_normal.jpg,32397,370,610,2019-02-21 22:45:59,Jakarta Barat,Anies Baswedan,neutral
611,1667061781234081792,https://twitter.com/FatihGaleh/statuses/1667061781234081792,FatihGaleh,"RT @tvOneNews: Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan https://t.co/DupFpBudnm","Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan https://t.co/DupFpBudnm",2023-06-09 02:51:15,0,215,retweet,,0,0,tvOneNews,55507370,1666981954657587200,896409759095697408,https://pbs.twimg.com/profile_images/1630122700604678145/shiw8Qu__normal.jpg,64374,1212,1248,2017-08-12 12:35:15,Bandung Barat,Anies Baswedan,neutral
618,1667061461074718720,https://twitter.com/Indramajid8/statuses/1667061461074718720,Indramajid8,"RT @geloraco: Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP Gegara Bertemu Anies Baswedan
https://t.co/aEOvws8Cvp","Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP Gegara Bertemu Anies Baswedan
https://t.co/aEOvws8Cvp",2023-06-09 02:49:59,0,19,retweet,,0,0,geloraco,3319260420,1667052636745666561,944551919514615809,https://pbs.twimg.com/profile_images/1655089244900298752/RWuCn2Qu_normal.jpg,182373,1499,2568,2017-12-23 07:55:01,Ambon,Anies Baswedan,neutral
630,1667061002519859201,https://twitter.com/AfdiZul/statuses/1667061002519859201,AfdiZul,"RT @KrisyantoOni: Memuja juragan b0k3p tanda tak punya 0T4K!!!
2024 ANIES BASWEDAN PRESIDEN 🇮🇩
#AniesBaswedanLebihNKRI #2024CoblosAniesBasw…","Memuja juragan b0k3p tanda tak punya 0T4K!!!
2024 ANIES BASWEDAN PRESIDEN 🇮🇩
#AniesBaswedanLebihNKRI #2024CoblosAniesBaswedan #GueAniesBaswedan #BravoANIES #2024AniesBaswedanPresiden #KrisyantoYenOni https://t.co/q6HLW81R6N",2023-06-09 02:48:10,0,39,retweet,,0,0,KrisyantoOni,1283848995962417152,1667030912926896128,3241762434,https://pbs.twimg.com/profile_images/657032596291870720/e2u4pLnz_normal.jpg,214,446,32,2015-06-10 21:09:24,Pasaman Barat,Anies Baswedan,neutral
631,1667060998140985345,https://twitter.com/RMLPas/statuses/1667060998140985345,RMLPas,"RT @TeddGus: PDIP pun berpendapat sama seperti Partai Garuda. Karena sama sekali tidak mempunyai prestasi, makanya membuat cerita dijegal.…","PDIP pun berpendapat sama seperti Partai Garuda. Karena sama sekali tidak mempunyai prestasi, makanya membuat cerita dijegal. Ini penyakit..

PDIP Bantah Jegal Anies Baswedan, Hasto: Pemimpin yg Tidak Berprestasi Menciptakan Ganjalan Seolah Seperti Ujian https://t.co/3vGo8zv8E8",2023-06-09 02:48:09,0,65,retweet,,0,0,TeddGus,1447610310529982467,1666975403599331328,1548549824265351169,https://pbs.twimg.com/profile_images/1655839964800905217/FwNpv6t7_normal.jpg,20933,1509,1371,2022-07-17 02:07:21,Kota Bekasi,Anies Baswedan,negative
639,1667060665339756546,https://twitter.com/Indramajid8/statuses/1667060665339756546,Indramajid8,RT @tvOneNews: AHY sebut Ada Pihak Ingin Melakukan Penggembosan Anies Baswedan: Jegal Koalisi Perubahan https://t.co/zCX5oMrvpE,AHY sebut Ada Pihak Ingin Melakukan Penggembosan Anies Baswedan: Jegal Koalisi Perubahan https://t.co/zCX5oMrvpE,2023-06-09 02:46:49,0,30,retweet,,0,0,tvOneNews,55507370,1667035567643832321,944551919514615809,https://pbs.twimg.com/profile_images/1655089244900298752/RWuCn2Qu_normal.jpg,182373,1499,2568,2017-12-23 07:55:01,Ambon,Anies Baswedan,neutral
640,1667060538336223233,https://twitter.com/Midun_FC24/statuses/1667060538336223233,Midun_FC24,"RT @geloraco: Anies Baswedan: Nasdem Ambil Rute Sulit Demi Hadirkan Perubahan
https://t.co/uWzOb6rBAb","Anies Baswedan: Nasdem Ambil Rute Sulit Demi Hadirkan Perubahan
https://t.co/uWzOb6rBAb",2023-06-09 02:46:19,0,31,retweet,,0,0,geloraco,3319260420,1667024088521637890,1508385369934336003,https://pbs.twimg.com/profile_images/1588412469692669953/K0OTxg6t_normal.jpg,20241,246,275,2022-03-28 06:08:25,Tangerang Selatan,Anies Baswedan,neutral
645,1667060340771926016,https://twitter.com/Midun_FC24/statuses/1667060340771926016,Midun_FC24,"RT @idtodayco: Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan
https://t.co/4i5cr5K26s","Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan
https://t.co/4i5cr5K26s",2023-06-09 02:45:32,0,31,retweet,,0,0,idtodayco,1082992095361609728,1666998931761528832,1508385369934336003,https://pbs.twimg.com/profile_images/1588412469692669953/K0OTxg6t_normal.jpg,20241,246,275,2022-03-28 06:08:25,Tangerang Selatan,Anies Baswedan,neutral
684,1667058760496603137,https://twitter.com/brochandra/statuses/1667058760496603137,brochandra,"RT @PutraErlangga95: Prediksi saya dari tiga Kandidat capres ini hanya dua yang akan bersaing
Yang Satu ngak bakal dilirik rakyat
Pilihan a…","Prediksi saya dari tiga Kandidat capres ini hanya dua yang akan bersaing
Yang Satu ngak bakal dilirik rakyat
Pilihan anda?
Anies Baswedan Retwet 🔄
Prabowo Subianto Like ❤️ https://t.co/DYtGVLqIxt",2023-06-09 02:39:15,0,3032,retweet,,0,0,PutraErlangga95,1492070271800414210,1661406165904035840,2232222276,https://pbs.twimg.com/profile_images/1650306870496858112/z-HF1Lv5_normal.jpg,2123,82,23,2013-12-05 19:50:31,Jakarta Utara,Anies Baswedan,neutral
710,1667057896012787712,https://twitter.com/CamrySlamet/statuses/1667057896012787712,CamrySlamet,"RT @idtodayco: Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan
https://t.co/4i5cr5K26s","Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan
https://t.co/4i5cr5K26s",2023-06-09 02:35:49,0,31,retweet,,0,0,idtodayco,1082992095361609728,1666998931761528832,3312896540,https://pbs.twimg.com/profile_images/966376875546238977/1BGjQ6VT_normal.jpg,81890,1136,741,2015-08-11 21:16:38,Semarang,Anies Baswedan,neutral
727,1667057225431683072,https://twitter.com/Retnowul8844/statuses/1667057225431683072,Retnowul8844,"RT @geloraco: Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP Gegara Bertemu Anies Baswedan
https://t.co/aEOvws8Cvp","Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP Gegara Bertemu Anies Baswedan
https://t.co/aEOvws8Cvp",2023-06-09 02:33:09,0,19,retweet,,0,0,geloraco,3319260420,1667052636745666561,1541998578805006336,https://pbs.twimg.com/profile_images/1542002709015830528/tSrSbVbR_normal.jpg,24946,1000,704,2022-06-29 00:15:02,Kota Bekasi,Anies Baswedan,neutral
742,1667056810988285952,https://twitter.com/abak_zawil/statuses/1667056810988285952,abak_zawil,"RT @MichelAdam7__: Ulama NU keren!

Siapa pun Cawapresnya, Ulama NU Tetap Dukung Anies Baswedan
https://t.co/XN9LsRygdX

#BubarkanMK_MafiaK…","Ulama NU keren!

Siapa pun Cawapresnya, Ulama NU Tetap Dukung Anies Baswedan
https://t.co/XN9LsRygdX

#BubarkanMK_MafiaKonstitusi 
#BubarkanMK_MafiaKonstitusi",2023-06-09 02:31:30,0,26,retweet,,0,0,MichelAdam7__,1647311678160384007,1666970308795052034,470029955,https://pbs.twimg.com/profile_images/1504965096136601601/Jg_XXDtT_normal.jpg,23175,673,904,2012-01-21 02:49:15,Padang Panjang,Anies Baswedan,positive
